id;weight;micro;micro_num;ripeness;ripeness_num;cleaning;cleaning_num;temp;temp_cat;fresh;fresh_num;fat;fat_cat;price100g;price_cat;finalscore;top10;outsidetop10;A_d;k30;yr2017;our_unique_id
134;86;Good;1;Average;2;Very good;1;5.3;1;Freshly prepared;1;12.2;2;2.55;1;16.0;0;1;0;1;1;17_031
135;61;Good;1;Average;2;Very good;1;6.4;1;Freshly prepared;1;13.4;2;3.27;2;15.0;0;1;0;1;0;16_060
136;55;Very good;1;Average;2;Good;2;3.2;1;Freshly prepared;1;11.7;2;4.18;3;11.5;0;1;0;1;0;16_108
137;73;Alarm signal;4;Average;2;Poor;3;10.6;3;Freshly prepared;1;13.3;2;2.73;1;13.0;0;1;0;1;1;17_087
138;57;Very good;1;Mild;1;Very good;1;5.6;1;Freshly prepared;1;13.2;2;3.5;3;16.9;1;0;0;0;1;17_007
139;60;Very good;1;Average;2;Good;2;7.9;2;Not freshly prepared;0;12.8;2;4.58;3;12.0;0;1;0;1;0;16_097
140;67;Very good;1;Strong;3;Bad;4;8.8;2;Not freshly prepared;0;12.8;2;2.91;2;8.0;0;1;0;1;0;16_133
141;62;Good;1;Strong;3;Poor;3;4.3;1;Not freshly prepared;0;10.5;2;3.62;3;10.5;0;1;0;1;0;16_111
142;63;Very good;1;Average;2;Very good;1;7.6;2;Not freshly prepared;0;8.2;1;3.57;3;15.0;0;1;0;1;1;17_051
143;58;Very good;1;Average;2;Very good;1;7.2;2;Freshly prepared;1;12.7;2;3.62;3;15.0;0;1;0;0;1;17_050
144;62;Good;1;Strong;3;Poor;3;15.1;3;Not freshly prepared;0;12.3;2;3.49;3;8.0;0;1;0;1;1;17_135
145;64;Bad;3;Average;2;Very good;1;6.8;1;Freshly prepared;1;10.2;2;3.51;3;15.3;0;1;0;0;1;17_026
146;63;Very good;1;Average;2;Very good;1;-1.9;1;Freshly prepared;1;13.1;2;2.94;2;16.7;1;0;0;0;1;17_009
147;72;Very good;1;Average;2;Good;2;8.2;2;Freshly prepared;1;14.3;3;2.7;1;15.0;0;1;0;1;0;16_051
148;64;Very good;1;Strong;3;Very good;1;8.9;2;Freshly prepared;1;10.3;2;3.67;3;15.5;0;1;0;1;0;16_042
149;76;Very good;1;Strong;3;Poor;3;7.4;2;Freshly prepared;1;14.1;3;2.63;1;12.0;0;1;0;1;0;16_096
150;71;Very good;1;Average;2;Very good;1;-0.8;1;Freshly prepared;1;15.1;3;2.81;1;16.0;0;1;0;1;0;16_028_17_012
151;65;Very good;1;Rotten;4;Good;2;6.1;1;Not freshly prepared;0;12.2;2;1.37;1;7.5;0;1;0;1;1;17_140
152;49;Very good;1;Strong;3;Good;2;13.6;3;Freshly prepared;1;11.8;2;4.48;3;8.0;0;1;0;1;1;17_134
153;68;Alarm signal;4;Average;2;Good;2;8.7;2;Not freshly prepared;0;16.9;3;2.86;2;13.5;0;1;0;1;0;16_078
154;63;Very good;1;Average;2;Very good;1;3.8;1;Freshly prepared;1;11.6;2;3.57;3;16.3;0;1;0;0;1;17_022
155;61;Passed;2;Strong;3;Very good;1;14.2;3;Not freshly prepared;0;14.1;3;2.86;2;9.5;0;1;0;0;0;16_119
156;63;Very good;1;Rotten;4;Poor;3;3.8;1;Not freshly prepared;0;5.4;1;2.37;1;7.5;0;1;0;0;1;17_139
157;59;Bad;3;Average;2;Good;2;11.2;3;Not freshly prepared;0;7.5;1;3.38;2;11.0;0;1;0;1;1;17_109
158;79;Good;1;Average;2;Very good;1;6.1;1;Freshly prepared;1;11.3;2;2.91;2;16.5;0;1;0;1;0;16_025
159;55;Passed;2;Average;2;Very good;1;6.1;1;Freshly prepared;1;10.8;2;3.18;2;15.5;0;1;0;0;1;17_045
160;67;Bad;3;Strong;3;Poor;3;4.1;1;Not freshly prepared;0;14.4;3;1.18;1;9.5;0;1;0;1;0;16_115
161;85;Good;1;Average;2;Good;2;13.4;3;Not freshly prepared;0;12.9;2;2.35;1;10.5;0;1;0;1;1;17_116
162;73;Very good;1;Average;2;Poor;3;8.5;2;Freshly prepared;1;13.0;2;3.35;2;14.0;0;1;0;1;1;17_077
163;57;Good;1;Average;2;Very good;1;1.6;1;Freshly prepared;1;16.3;3;3.94;3;16.7;0;1;0;0;0;16_011
164;68;Alarm signal;4;Average;2;Very good;1;2.8;1;Freshly prepared;1;14.8;3;3.23;2;16.5;0;1;0;1;1;17_011_16_034
165;76;Alarm signal;4;Strong;3;Good;2;10.4;3;Not freshly prepared;0;9.6;1;2.89;2;9.5;0;1;0;1;0;16_116
166;54;Passed;2;Strong;3;Bad;4;13.0;3;Not freshly prepared;0;13.4;2;2.74;1;8.0;0;1;0;1;0;16_132
167;66;Very good;1;Average;2;Very good;1;4.7;1;Freshly prepared;1;15.2;3;3.03;2;16.0;0;1;0;1;0;16_034_17_011
168;81;Good;1;Average;2;Very good;1;0.3;1;Freshly prepared;1;9.2;1;2.77;1;16.3;0;1;0;1;1;17_015_16_055
169;59;Passed;2;Average;2;Poor;3;6.1;1;Freshly prepared;1;10.5;2;3.38;2;13.0;0;1;0;0;1;17_094
170;67;Very good;1;Average;2;Very good;1;6.7;1;Freshly prepared;1;12.2;2;2.98;2;16.0;0;1;0;1;0;16_037
171;82;Very good;1;Strong;3;Good;2;15.9;3;Not freshly prepared;0;11.8;2;2.71;1;10.5;0;1;0;1;1;17_117
172;61;Good;1;Average;2;Good;2;7.5;2;Freshly prepared;1;9.4;1;3.19;2;14.0;0;1;0;0;0;16_074
173;67;Very good;1;Average;2;Very good;1;3.6;1;Freshly prepared;1;12.7;2;2.98;2;16.0;0;1;0;0;0;16_031
174;80;Very good;1;Average;2;Very good;1;-2.1;1;Freshly prepared;1;18.4;3;2.62;1;15.5;0;1;0;1;1;17_039
175;71;Very good;1;Strong;3;Good;2;7.4;2;Not freshly prepared;0;9.8;1;1.11;1;8.5;0;1;0;1;0;16_129
176;61;Good;1;Rotten;4;Poor;3;9.2;2;Not freshly prepared;0;10.2;2;3.27;2;7.5;0;1;0;0;1;17_144
177;66;Bad;3;Strong;3;Good;2;14.8;3;Not freshly prepared;0;9.0;1;2.65;1;8.5;0;1;0;1;1;17_132
178;62;Very good;1;Average;2;Very good;1;2.7;1;Freshly prepared;1;15.8;3;3.14;2;16.0;0;1;0;1;0;16_029
179;64;Good;1;Strong;3;Good;2;13.7;3;Not freshly prepared;0;9.8;1;2.73;1;9.5;0;1;0;1;0;16_123
180;70;Very good;1;Strong;3;Poor;3;11.6;3;Freshly prepared;1;13.4;2;2.85;2;12.0;0;1;0;1;0;16_094
181;62;Very good;1;Strong;3;Poor;3;12.6;3;Not freshly prepared;0;9.3;1;3.22;2;8.5;0;1;0;0;0;16_128
182;69;Bad;3;Average;2;Very good;1;2.8;1;Freshly prepared;1;12.0;2;3.04;2;15.0;0;1;0;1;0;16_049
183;68;Very good;1;Strong;3;Poor;3;6.9;1;Not freshly prepared;0;10.5;2;3.08;2;13.0;0;1;0;1;1;17_095
184;58;Very good;1;Average;2;Good;2;6.3;1;Freshly prepared;1;11.0;2;3.44;2;12.5;0;1;0;0;0;16_092
185;79;Passed;2;Strong;3;Poor;3;9.5;2;Freshly prepared;1;12.9;2;3.16;2;12.0;0;1;0;1;0;16_099
186;65;Very good;1;Average;2;Very good;1;9.1;2;Freshly prepared;1;15.1;3;3.07;2;15.0;0;1;0;1;0;16_052_17_046
187;66;Alarm signal;4;Strong;3;Bad;4;7.1;2;Not freshly prepared;0;13.3;2;2.86;2;7.5;0;1;0;0;1;17_136
188;56;Very good;1;Average;2;Poor;3;4.3;1;Freshly prepared;1;7.1;1;3.48;3;14.0;0;1;0;0;0;16_077
189;80;Passed;2;Strong;3;Very good;1;16.5;3;Not freshly prepared;0;12.5;2;2.81;1;10.5;0;1;0;1;1;17_120
190;64;Very good;1;Mild;1;Very good;1;5.6;1;Freshly prepared;1;13.1;2;3.51;3;15.0;0;1;0;1;0;16_057
191;57;Good;1;Average;2;Good;2;6.2;1;Freshly prepared;1;12.2;2;3.5;3;15.0;0;1;0;0;0;16_059
192;59;Very good;1;Strong;3;Poor;3;6.1;1;Freshly prepared;1;14.1;3;3.81;3;10.5;0;1;0;1;0;16_113
193;63;Good;1;Average;2;Good;2;13.8;3;Freshly prepared;1;8.7;1;3.17;2;12.5;0;1;0;1;1;17_098
194;63;Very good;1;Strong;3;Bad;4;9.9;2;Not freshly prepared;0;13.6;2;3.38;2;7.5;0;1;0;1;0;16_138
195;66;Very good;1;Average;2;Very good;1;-1.2;1;Freshly prepared;1;13.7;2;3.4;2;17.1;1;0;0;0;1;17_005
196;60;Very good;1;Mild;1;Very good;1;9.1;2;Freshly prepared;1;16.0;3;3.33;2;13.5;0;1;0;0;0;16_081
197;54;Very good;1;Average;2;Very good;1;12.2;3;Freshly prepared;1;13.2;2;3.33;2;14.5;0;1;0;1;0;16_064
198;69;Very good;1;Strong;3;Good;2;7.4;2;Not freshly prepared;0;16.4;3;2.89;2;14.5;0;1;0;1;0;16_065
199;54;Very good;1;Strong;3;Poor;3;8.2;2;Not freshly prepared;0;8.6;1;4.16;3;7.5;0;1;0;1;1;17_137
200;69;Reject;5;Strong;3;Poor;3;15.8;3;Not freshly prepared;0;15.0;3;3.26;2;7.5;0;1;0;0;0;16_135
201;66;Very good;1;Strong;3;Good;2;13.1;3;Freshly prepared;1;15.3;3;3.4;2;9.5;0;1;0;1;0;16_122
202;61;Alarm signal;4;Average;2;Poor;3;12.2;3;Freshly prepared;1;11.4;2;3.68;3;9.5;0;1;0;1;1;17_123
203;80;Very good;1;Average;2;Very good;1;4.1;1;Freshly prepared;1;12.6;2;2.81;1;16.6;1;0;0;1;1;17_010_16_040
204;67;Good;1;Average;2;Very good;1;0.9;1;Freshly prepared;1;9.8;1;3.13;2;16.3;0;1;0;0;1;17_017_16_014
205;61;Very good;1;Average;2;Good;2;10.8;3;Not freshly prepared;0;14.7;3;2.86;2;14.0;0;1;0;1;0;16_072
206;61;Afgekeurd;5;Rotten;4;Poor;3;5.2;1;Not freshly prepared;0;9.3;1;2.04;1;7.5;0;1;0;1;1;17_147
207;77;Good;1;Average;2;Very good;1;6.4;1;Freshly prepared;1;8.2;1;2.53;1;14.5;0;1;0;1;1;17_069
208;71;Alarm signal;4;Strong;3;Good;2;8.3;2;Not freshly prepared;0;8.9;1;3.09;2;11.5;0;1;0;0;1;17_104
209;66;Very good;1;Average;2;Very good;1;7.3;2;Freshly prepared;1;14.4;3;3.4;2;15.5;0;1;0;1;0;16_040_17_010
210;71;Good;1;Average;2;Very good;1;6.9;1;Freshly prepared;1;14.2;3;3.09;2;16.0;0;1;0;1;1;17_034_16_089
211;63;Alarm signal;4;Rotten;4;Very good;1;5.5;1;Not freshly prepared;0;11.4;2;3.49;3;7.5;0;1;0;1;0;16_144
212;75;Very good;1;Strong;3;Good;2;12.7;3;Freshly prepared;1;11.9;2;2.93;2;13.5;0;1;0;1;0;16_079
213;69;Very good;1;Strong;3;Bad;4;7.2;2;Not freshly prepared;0;7.7;1;2.53;1;9.0;0;1;0;0;1;17_129
214;68;Very good;1;Average;2;Poor;3;7.1;2;Freshly prepared;1;13.7;2;3.67;3;14.0;0;1;0;1;1;17_075
215;63;Very good;1;Strong;3;Poor;3;5.4;1;Not freshly prepared;0;10.5;2;3.17;2;12.0;0;1;0;1;1;17_102
216;60;Very good;1;Strong;3;Poor;3;10.3;3;Freshly prepared;1;8.4;1;5.0;3;7.5;0;1;0;1;0;16_136
217;68;Very good;1;Rotten;4;Poor;3;8.1;2;Not freshly prepared;0;11.2;2;1.24;1;7.5;0;1;0;1;1;17_142
218;57;Very good;1;Average;2;Poor;3;8.6;2;Freshly prepared;1;11.1;2;3.5;3;14.5;0;1;0;0;0;16_066
219;69;Passed;2;Rotten;4;Very good;1;13.9;3;Not freshly prepared;0;10.1;2;2.53;1;7.5;0;1;0;0;0;16_143
220;73;Very good;1;Strong;3;Good;2;4.7;1;Not freshly prepared;0;16.1;3;3.42;2;13.0;0;1;0;1;0;16_087
221;65;Passed;2;Strong;3;Good;2;8.6;2;Not freshly prepared;0;8.7;1;2.07;1;10.0;0;1;0;0;1;17_122
222;72;Good;1;Strong;3;Poor;3;5.9;1;Freshly prepared;1;5.9;1;2.6;1;14.0;0;1;0;1;1;17_078
223;67;Alarm signal;4;Strong;3;Good;2;10.8;3;Freshly prepared;1;10.9;2;3.35;2;10.5;0;1;0;1;0;16_110
224;87;Afgekeurd;5;Rotten;4;Good;2;11.1;3;Not freshly prepared;0;6.9;1;2.58;1;7.5;0;1;0;0;1;17_148
225;68;Very good;1;Average;2;Very good;1;2.8;1;Freshly prepared;1;16.5;3;3.08;2;16.5;0;1;0;0;0;16_014_17_017
226;66;Very good;1;Average;2;Good;2;6.8;1;Freshly prepared;1;14.8;3;3.78;3;15.0;0;1;0;1;0;16_061
227;61;Very good;1;Average;2;Very good;1;6.3;1;Freshly prepared;1;10.8;2;3.27;2;15.5;0;1;0;1;1;17_046_16_052
228;72;Passed;2;Average;2;Very good;1;7.3;2;Freshly prepared;1;15.4;3;2.7;1;15.5;0;1;0;1;0;16_039
229;66;Reject;5;Average;2;Poor;3;9.8;2;Freshly prepared;1;18.1;3;2.95;2;7.5;0;1;0;0;0;16_134
230;67;Very good;1;Average;2;Very good;1;6.6;1;Freshly prepared;1;9.8;1;2.76;1;16.0;0;1;0;0;0;16_036_17_079
231;59;Very good;1;Strong;3;Good;2;10.2;3;Not freshly prepared;0;9.0;1;3.38;2;9.0;0;1;0;1;1;17_127
